-0.0008853361	0.01813411	0.01813396	0.200381	0.1995404
6.353366e-08	-0.0562212	0.05672598	0.1088993	-0.1084597
0.3514006	0.03232306	0.03232321	0.4338241	0.4336127
-0.0008853361	0.01813411	0.01813396	0.200381	0.1995404
6.353366e-08	-0.0562212	0.05672598	0.1088993	-0.1084597
0.3514006	0.03232306	0.03232321	0.4338241	0.4336127
-0.0008969369	0.01815779	0.01815444	0.200385	0.1995424
4.805019e-06	-0.05622002	0.05672896	0.1088995	-0.1084601
0.3510021	0.03204062	0.03204412	0.4330575	0.432847
-0.0009226945	0.01813279	0.018124	0.2003903	0.1995386
1.755972e-05	-0.05624145	0.05674826	0.1088565	-0.1084136
0.3508362	0.03200888	0.03200919	0.431299	0.4311128
-0.0009265898	0.01809789	0.01808927	0.2003944	0.1995365
3.030296e-05	-0.05625756	0.05676657	0.1087757	-0.1083192
0.3507414	0.03199265	0.03199176	0.4288252	0.4287326
-0.0008956149	0.0180611	0.01804747	0.2003909	0.1995342
4.422994e-05	-0.05627304	0.05678005	0.1086619	-0.1081832
0.3506784	0.03198094	0.03197917	0.4258386	0.4259518
-0.0008202913	0.0180351	0.01800852	0.2003736	0.1995361
5.783645e-05	-0.05628162	0.05679431	0.1085228	-0.1080116
0.350633	0.03196667	0.03196814	0.422503	0.4229597
-0.0006986628	0.01801937	0.01797004	0.2003376	0.1995393
7.351904e-05	-0.05628114	0.05681204	0.1083623	-0.1078126
0.3506023	0.03196162	0.03196206	0.4189517	0.4198931
-0.0005301175	0.01800478	0.01794709	0.2002798	0.1995427
9.024478e-05	-0.05627999	0.05682899	0.1081832	-0.1075945
0.3505824	0.03195559	0.03195463	0.4152953	0.416846
-0.0003230154	0.01799633	0.01792777	0.2001909	0.1995492
0.0001092115	-0.05627698	0.05683776	0.1079955	-0.1073559
0.3505705	0.03195304	0.03195043	0.4116164	0.4138741
-8.423062e-05	0.0179936	0.01792111	0.2000703	0.19955
0.0001267706	-0.05627739	0.05684965	0.1077981	-0.1071068
0.3505581	0.03195097	0.03194677	0.4079754	0.411
0.0001724818	0.01799647	0.01792096	0.1999072	0.1995379
0.0001445608	-0.05627736	0.05685759	0.1075954	-0.1068487
0.3505459	0.03194867	0.0319441	0.4044128	0.4082237
0.0004465958	0.01800183	0.01793819	0.1997125	0.1995017
0.0001603963	-0.05627754	0.05688658	0.1073784	-0.1065979
0.3505254	0.03194828	0.03193022	0.4009553	0.4055322
0.00071947	0.01800784	0.01794382	0.199465	0.1994315
0.0001820158	-0.05627686	0.05689113	0.1071614	-0.1063423
0.3505174	0.03194688	0.03193296	0.3976219	0.4029068
0.0009892832	0.01801395	0.01795559	0.1991713	0.1993238
0.0002029278	-0.05627567	0.05689758	0.1069507	-0.1060824
0.3504984	0.03194566	0.03193194	0.3944246	0.4003317
0.001242889	0.01802206	0.01796625	0.1988246	0.1991602
0.000222477	-0.05627514	0.05690243	0.1067416	-0.1058248
0.3504806	0.03194428	0.03193321	0.3913606	0.3977885
0.001474246	0.01803104	0.01797243	0.1984195	0.1989359
0.0002433828	-0.05627158	0.05690471	0.1065396	-0.1055666
0.35046	0.03194761	0.03193349	0.3884309	0.3952685
0.001678415	0.0180356	0.01797844	0.197955	0.1986366
