0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002865171	0.01758414	-0.0007417268	-0.0103428	-0.02058151	0.0005911932	-0.003502876	-0.02342462	-0.0004494428	-0.0371325	0.1655887	-0.001454345	0.03921909	0.1662684	-0.001302182
0.001976758	0.0572815	-0.003450457	-0.02715471	-0.02149346	0.0003805183	0.0003741404	-0.01757742	-0.0008441354	-0.315539	0.7806709	-0.1251554	0.3207784	0.7733456	0.114968
-0.0004035714	0.07388752	-0.002252512	-0.01245576	-0.01864428	-0.0003139101	0.00619371	-0.01934779	-0.001601365	-0.6950729	1.462587	-0.2880308	0.6955595	1.369578	0.2857749
-0.0003043861	0.08941319	-0.001220516	-0.002366326	-0.01110458	-0.001195404	-0.004598685	-0.008946573	3.574991e-05	-0.6950729	1.462587	-0.2880308	0.6955595	1.369578	0.2857749
-0.0006733382	0.1057002	0.00169804	0.001916313	-0.002163508	0.0006674576	-0.002132419	-0.0003456892	0.0003731604	-0.838167	1.648053	-0.3355702	0.8375292	1.487085	0.3399933
0.002045465	0.1212889	0.001809963	-0.008267888	0.00409461	-0.0007041421	-0.00223106	0.003820691	0.0008832348	-0.9526153	1.766441	-0.3664632	0.9587699	1.530623	0.3769258
-0.001027293	0.1334145	0.0001891724	-0.001310623	0.007205745	-0.001243183	-0.001437195	0.009375838	0.0002089499	-1.054648	1.824122	-0.3866526	1.05063	1.528062	0.3977483
-0.003066941	0.1461299	0.002071947	0.002301788	0.007873119	-0.00168405	-0.0009925794	0.01693369	0.0004846121	-1.137852	1.839083	-0.3932168	1.128309	1.494213	0.4110768
-0.005821625	0.1538561	0.001881182	-0.001511144	0.01405515	0.001057553	0.003854069	0.01729136	0.001134931	-1.210186	1.818511	-0.3917972	1.190335	1.444648	0.4158991
-0.00637601	0.1596896	0.002962776	-0.003522593	0.0140674	0.002336354	0.0002110429	0.01752377	0.0007281646	-1.268159	1.779239	-0.3834132	1.243805	1.394057	0.4154039
-0.009050521	0.1591748	-0.002606615	-0.001540179	0.01304168	-9.913563e-05	0.01460958	0.01469821	-0.004199609	-1.317739	1.722116	-0.3759216	1.286163	1.347293	0.4043034
-0.006689147	0.1595637	1.563538e-06	0.0001698025	0.01634992	0.0007237836	-0.01094255	0.01379258	0.0008003471	-1.35343	1.669329	-0.3623711	1.325523	1.318391	0.3933047
-0.006524372	0.1549145	0.001675105	-0.001437726	0.01770222	-0.0009204528	-0.009546008	0.01167067	-0.0002336297	-1.385683	1.59566	-0.3405149	1.358897	1.28505	0.3835052
-0.006398387	0.1497157	0.001656525	-6.044604e-05	0.01171801	-0.0007136988	-0.006081436	0.01061559	-5.082773e-05	-1.411729	1.531241	-0.3198297	1.385008	1.269882	0.3693033
-0.004624376	0.1417298	0.00382113	-0.01038462	0.008475604	-0.0001022099	-0.001271644	0.001651047	0.0005971537	-1.430191	1.464527	-0.2977844	1.409986	1.255262	0.3534138
-0.00670783	0.1296787	0.003819063	-0.004465601	0.01231449	0.0009474179	0.001562261	0.007730737	0.0005437896	-1.449242	1.402103	-0.275496	1.426164	1.248588	0.3357439
-0.007136873	0.1175416	0.003951528	0.008319713	0.005817184	-0.0001327013	-0.004706423	0.002825214	0.0005892739	-1.46429	1.336576	-0.2509423	1.441632	1.23253	0.3175705
-0.005393133	0.1062015	0.005738618	-0.00120097	0.003588635	0.001811946	0.00379394	0.007605806	0.002133524	-1.476608	1.282143	-0.2258093	1.455439	1.21841	0.2991168
-0.004552267	0.09476795	0.004470705	-0.006638946	0.002551231	0.00108985	-0.002594097	0.003832498	0.000867768	-1.484465	1.236423	-0.2037191	1.465762	1.205347	0.2772803
-0.003152993	0.08490575	0.004237342	-0.003493645	0.0008286597	0.001314855	0.006749304	-0.00798065	0.001603683	-1.488917	1.187956	-0.184464	1.476923	1.181102	0.2511609
-0.001719314	0.07615122	-0.0004924036	-0.002659031	-0.007564049	-0.0002693663	-0.003222759	-0.0006855464	0.0002494378	-1.493705	1.147509	-0.1640288	1.486545	1.158718	0.2251139
7.445728e-05	0.07016164	-0.0008717748	-0.006520576	-0.004797638	0.00155562	-0.007614273	0.000422901	0.0002912919	-1.495473	1.113498	-0.1430176	1.492997	1.137978	0.2003433
0.001132364	0.06259447	0.0002773408	0.01028572	4.762186e-05	-0.0007040243	0.005821797	-0.009804859	-0.0009464895	-1.496122	1.082049	-0.1193232	1.497431	1.115442	0.1781337
0.00369386	0.05835922	-0.0006506553	0.002043969	-0.01546079	0.001279044	0.001485937	-0.00836861	-0.001805532	-1.498193	1.050914	-0.0968393	1.502431	1.087818	0.1525941
0.007683838	0.0550986	0.001177541	0.01076008	-0.001769704	0.0005799236	0.00399555	-0.01056755	0.002195813	-1.494092	1.030341	-0.07306507	1.508945	1.067387	0.1290838
